Date,Open,High,Low,Close,Volume,average,barCount
2025-09-11,236.85,240.93,236.24,240.8,30322519.0,239.525,143793
2025-09-12,240.21,240.32,238.19,238.34,28660399.0,239.086,144220
2025-09-15,239.19,240.04,238.55,239.35,21266871.0,239.314,115442
2025-09-16,238.44,238.93,236.76,238.28,23515572.0,237.758,131018
2025-09-17,238.82,244.28,237.02,238.89,58478520.0,240.352,329327
2025-09-18,240.8,245.15,240.13,244.84,33599872.0,243.404,182726
2025-09-19,245.56,245.58,242.51,242.98,28184030.0,243.506,154491
2025-09-22,242.23,244.79,241.11,244.39,23710457.0,243.306,132836
2025-09-23,245.01,247.18,243.44,243.84,27779161.0,245.216,166472
2025-09-24,243.91,244.61,241.55,241.6,21000933.0,242.771,111762
2025-09-25,238.98,239.99,237.55,239.29,25003507.0,238.999,149961
2025-09-26,239.6,241.68,239.33,241.34,19549577.0,240.666,110810
2025-09-29,242.82,242.93,240.81,241.62,18384302.0,241.533,108395
2025-09-30,241.09,242.13,239.4,241.96,23105854.0,240.626,134400
2025-10-01,240.57,243.04,240.55,242.49,19994591.0,241.879,107471
2025-10-02,243.0,244.09,241.47,244.02,20288832.0,242.966,114544
2025-10-03,245.34,248.09,245.03,245.83,24669488.0,246.578,148997
2025-10-06,247.69,248.48,246.06,246.81,20742125.0,247.399,119264
2025-10-07,247.34,247.64,243.19,244.16,20307210.0,244.668,125412
2025-10-08,245.28,246.96,243.8,246.72,16664749.0,245.876,95244
2025-10-09,246.3,247.25,244.01,245.13,17515544.0,245.272,107008
2025-10-10,245.75,246.89,237.56,237.79,48647722.0,241.354,271618
2025-10-13,241.83,244.63,241.4,244.41,22450363.0,243.284,143522
2025-10-14,241.22,249.6,240.36,247.9,28942270.0,245.958,184598
2025-10-15,250.37,252.77,247.06,250.33,27783342.0,250.099,157841
2025-10-16,250.98,251.26,244.0,245.06,32027574.0,247.019,201520
2025-10-17,243.33,245.16,241.47,243.41,30061935.0,243.254,191667
2025-10-20,246.64,248.33,246.14,248.16,20210366.0,247.486,118208
2025-10-21,247.43,248.37,245.5,246.99,16609891.0,247.16,98208
2025-10-22,246.01,246.86,240.76,243.34,33048229.0,243.261,207570
2025-10-23,244.28,247.12,243.68,246.42,18641946.0,245.722,107154
2025-10-24,249.82,251.11,248.97,249.43,18670148.0,249.996,100635
2025-10-27,251.76,252.21,249.5,250.3,24444341.0,250.447,135514
2025-10-28,249.55,250.9,248.11,248.96,19527208.0,249.397,103980
2025-10-29,248.83,251.14,244.69,246.84,39470963.0,248.16,227835
2025-10-30,245.28,248.14,244.63,244.85,29960869.0,246.302,167690
2025-10-31,244.99,246.79,243.69,246.23,25445553.0,245.446,144903
2025-11-03,246.12,246.26,242.48,245.44,20738157.0,244.536,113472
2025-11-04,241.8,244.06,240.99,241.2,22226229.0,242.299,120302
2025-11-05,241.95,245.73,241.64,244.68,26595564.0,244.017,149017
2025-11-06,244.27,244.79,240.0,240.35,29042129.0,241.654,167245
2025-11-07,238.41,241.66,236.27,241.61,38874979.0,238.977,226381
2025-11-10,245.01,245.24,242.25,244.03,22587797.0,244.05,122920
